id видео;Название видео;Публикация видео;Просмотров;Лайков;Дизлайков;Положительных комментариев (всего);Негативных комментариев (всего);Комментарий
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;а почему Маккейн когда был сбит над Вьетнамом не смог поступить как наш Филиппов? Не смог сцыкун
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;Не верю я этой американской братии.
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;<b>Ура! Как всё здорово! Заживем теперь, может и с колен поднимемся!</b>
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;РОССИЯ-ЭТО КОРОВА,КОТОРУЮ ДОЮТ ВСЕ!...И. США..И КИТАЙ...ИТД... Её ПРОСТО ПОДЕЛИЛИ!...И РВУТ!.....А САНКЦИИ...ИТД ВСЕ ЭТИ СКАЗКИ ДЛЯ НАРОДА....(СТАДА)
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;держите меня семеро..... каждому въебу!!
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;а что там трамп ляпнул что ни кому не позволит превосходства над сша
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;ждите очередные санкции
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;Путин и Трамп ...хорошие друзья ...а вы...как всегда ушами хлопайте...😂😂😂😂😂😂😂😂😂😂
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;Мир всем.Благодарю вас от всего сердца и души.Россия на дороге процветания с Богом.
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;Самые честные выборы это в Америке...
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;счастье то какое! ураааа!!!!!!!!!!
